Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
New Zealand,NZL,GDP (constant 2015 US$),NY.GDP.MKTP.KD,42162423824.202,43560382084.1861,44902422331.7804,47642420839.3588,50550173384.1066,53639664438.021,56991318628.0069,54375745350.1016,54349183598.5704,59889904546.1412,59052878688.7374,61288300384.4348,64425714494.4285,69451099813.504,73613610013.5644,72338855636.4812,73010748065.2006,70136798061.3331,70360213392.8416,71902247947.14,72825593891.1069,76215882424.7285,76924405934.5526,79610077581.5478,83426105754.9818,84773628550.0096,87067151100.9606,87913160968.6361,87601472829.0242,87742865112.7112,87877226590.4217,86918728011.2973,87869415436.1129,93486046130.5113,98271508917.5195,102912455238.062,106628492825.886,108845461043.603,109780524765.076,115682283163.932,119003047472.934,123062801652.748,128863789117.662,134957716138.705,140475137990.551,145185608535.714,149221146114.821,153772257535.871,151866196412.071,151787298244.391,153980049861.399,157431269722.275,161035600341.707,165480472114.228,171693137607.002,178104220784.881,184780121689.709,191057624435.572,197743680329.155,202414311267.63,201554239788.002,210717394654.719,216564470789.24,218152542756.614
New Zealand,NZL,GDP (constant LCU),NY.GDP.MKTP.KN,60459861703.31,62464498899.1707,64388951063.2148,68318040423.1195,72487684878.4742,76917937812.5111,81724126129.5961,77973459438.4119,77935370550.76,85880625871.5528,84680351717.6822,87885890543.7698,92384863942.148,99591140855.0693,105560076419.201,103732110511.323,104695587456.796,100574415000,100894787000,103106026000,104430081000,109291670000,110307675000,114158861000,119630950000,121563264000,124852118000,126065275000,125618322000,125821075000,126013746000,124639283000,126002545000,134056653000,140918887000,147573888000,152902593000,156081670000,157422528000,165885502000,170647395000,176468981000,184787452000,193525991000,201437836000,208192533000,213979393000,220505573000,217772329000,217659191000,220803542000,225752505000,230921025000,237294860000,246203667000,255397000000,264970075000,273971857000,283559494000,290257062000,289023741000,302163476000,310548037000,312825292499.415
New Zealand,NZL,GDP (current LCU),NY.GDP.MKTP.CN,2843960225.78494,2944498663.65612,3172314985.84004,3465374441.29246,3796938100.26112,4103901923.19014,4255785843.81415,4413744997.25769,4667897231.53786,5191390298.83633,5799926257.51073,6855000000,7872000000,9201000000,10110000000,11388000000,13964000000,15643000000,17730000000,20696000000,24086000000,29328000000,33178000000,36989000000,41785000000,48249000000,57953000000,65228000000,70137000000,74212000000,76127000000,75967000000,78335000000,84575000000,90600000000,96236000000,101101000000,104815000000,106826000000,113229000000,119839000000,128712000000,135181000000,144502000000,154559000000,162937000000,172004000000,186673000000,189406000000,194307000000,203342000000,213030000000,217494000000,232797000000,242699000000,255397000000,271357000000,290724000000,306173000000,323075000000,327992000000,358602000000,389144000000,410651000000
New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,5536098606.29231,5721995118.28133,6133158804.52258,6699741942.5399,7340766740.94114,5706251653.54744,5917437956.10272,6016017494.19619,5228045647.393,5814357966.66154,6495605619.34229,7911136757.06867,9567331064.65727,12802281897.8712,13940981798.1247,12861983284.3912,13604832424.0062,15446825318.4556,18530518394.6488,20731243113.2926,23244547384.6748,24417617184.2478,24164603058.9949,24309279705.5731,21665975318.8842,24679795396.4194,30604668356.5695,40376354069.9474,45176811594.2029,43920222524.7085,45495129385.0475,42745329732.163,41649829859.6342,46775620817.4327,55314732279.1379,63918703506.9075,70140835299.0148,66075143415.4952,56227169851.0448,58762260625.8758,52623281956.7031,53872425916.6248,66627729311.4495,88250885550.2626,103905210084.034,114720129550.095,111538810712.665,137188946865.584,133131369930.414,121373602348.679,146517541181.254,168295307149.46,176210710655.208,190909855416.34,201337554959.49,178104220784.881,188898209220.167,206566916732.292,211846555690.736,212846907683.439,212697530897.56,253644079784.977,246733522841.353,252175506110.168
New Zealand,NZL,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,4.70388146063067,4.71387542611858,4.92680022497272,5.07241486996712,5.23804575442946,5.33542895181808,5.20750241742008,5.66057351956268,5.98944638172679,6.04489108707804,6.84919953668501,7.79988682777926,8.5208763255088,9.23877357062293,9.57748454051046,10.9782785136305,13.3377158858413,15.5536574585097,17.5727612170885,20.072541637867,23.0642356774577,26.8346160324936,30.0776895170712,32.4013393931812,34.9282522624789,39.6904446395911,46.4173142821654,51.741449023135,55.833415765576,58.9821697199774,60.4116633434578,60.949484120508,62.1693791978567,63.0889986489518,64.2923045510571,65.2120787113775,66.1211808226169,67.1539457516055,67.8594108207943,68.2573212455902,70.2260939875467,72.9374642901123,73.1548590214881,74.668006738175,76.7278893921398,78.2626531567297,80.3834414092389,84.6568172678339,86.9743189457279,89.2712129946307,92.0918197951734,94.3644014049811,94.1854471674894,98.1045270007113,98.5765171401773,100,102.41043257432,106.114548838496,107.974871756542,111.306508022189,113.482719054557,118.678142291426,125.30879401437,131.271674588386
New Zealand,NZL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.31564965480389,3.08087345285604,6.10211735868668,6.10328462223231,6.1117318637838,6.24846226221013,-4.58942404013779,-0.0488485286227274,10.194671898837,-1.3976075997231,3.78545761922982,5.11910770948786,7.80027875284195,5.99344029286503,-1.73168300922669,0.928812631617902,-3.93633825159696,0.318542245560167,2.19162859226809,1.28416839574439,4.65535308739251,0.929627116137951,3.49131282116136,4.79339838543062,1.61522916937464,2.70546700687471,0.97167514611165,-0.35454093127548,0.161404002833294,0.153130944080715,-1.0907246579274,1.09376591969001,6.39202009768928,5.11890595985565,4.72257561898002,3.61087254135366,2.0791517904474,0.85907461138774,5.37596118390373,2.87059022192307,3.41147076988781,4.71384316544561,4.72896774397864,4.08825964880346,3.35324144367794,2.77957134994847,3.04991051170988,-1.2395351114323,-0.051952422293283,1.44462128410649,2.24134221542516,2.2894629674209,2.76017958953716,3.75431941509395,3.73403577291154,3.74831145236631,3.39728250444887,3.49949703045593,2.36196217785604,-0.424906457573115,4.54624763852878,2.7748426484212,0.733302171674978
New Zealand,NZL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,17776.551068472,18002.3895872158,18091.225758171,18817.6083574369,19552.1673180578,20407.72501827,21298.0001599488,19960.9945854049,19777.0036019688,21599.0711721513,21010.0255056525,21482.054113016,22185.9273716135,23452.9091323081,24345.5402366519,23463.0260570469,23472.3510899214,22478.3020515778,22542.680184814,23127.1302499646,23394.7746124536,24389.8628515244,24373.2473415141,24883.5925300997,25851.7262418214,26107.4893135443,26820.4266706591,26848.632106229,26680.1098949334,26595.1943236879,26391.1425882701,24868.7385228741,24880.2037081612,26170.4401014812,27146.8256678231,28015.5864425497,28571.4075096158,28785.1958436523,28776.0222188928,30164.0852034973,30848.1860883256,31713.1301772319,32636.1375503767,33511.5504913352,34367.0062362204,35120.7355126427,35659.59616566,36406.1408058787,35651.0156373706,35278.0407763656,35392.017344657,35910.4173636577,36531.7484498327,37252.7570550478,38014.6435529728,38639.3501941427,39197.327525871,39691.2133196719,40350.9122003744,40651.9744673101,39596.5266174221,41225.7927835812,42320.892439076,41766.8707772422
New Zealand,NZL,GDP per capita (constant LCU),NY.GDP.PCAP.KN,25491.1298184122,25814.9766083278,25942.3654565732,26983.9799443556,28037.3191299119,29264.1674830738,30540.7997793625,28623.567210606,28359.7287401332,30972.5280840857,30127.851324468,30804.7285467122,31814.0652027095,33630.8853730015,34910.8960608529,33645.3927901537,33658.7646541701,32233.3231844113,32325.6398180187,33163.726600193,33547.5219248932,34974.4535825146,34950.6273565476,35682.4495983496,37070.7291376158,37437.4869883896,38459.8213350584,38500.2672245297,38258.6105865871,38136.8437803104,37844.2386930146,35661.1493233384,35677.5901124105,37527.7568445216,38927.8693370166,40173.6505689552,40970.6840836013,41277.2512099014,41264.0964613368,43254.544079685,44235.5276460067,45475.8358458961,46799.4053438014,48054.7256158125,49281.4277675841,50362.2567067418,51134.9694116523,52205.4957621099,51122.6651485985,50587.8285222889,50751.2680718045,51494.6407390511,52385.6139833488,53419.5222980122,54512.0484888741,55407.8621946457,56207.9877389109,56916.2076200765,57862.1993225319,58293.9150867609,56780.4292562178,59116.7562068358,60687.101735324,59892.6485227958
New Zealand,NZL,GDP per capita (current LCU),NY.GDP.PCAP.CN,1199.07252963359,1216.88583859822,1278.1285196777,1368.73941120644,1468.60760434019,1561.36886440045,1590.41288680973,1620.25806587779,1698.59074689344,1872.25558959764,2063.51665332861,2402.73396424816,2710.8371500396,3107.08134940735,3343.58567318186,3693.68492750803,4489.31040025719,5013.46067559772,5680.50749711649,6656.80283049212,7737.47952070417,9385.26032833051,10512.341180571,11561.5915981621,12948.1577887267,14859.1050475809,17852.0161414533,19920.5961397508,21361.0891149418,22493.9379243453,22862.3340741186,21735.2865440188,22180.5362856415,23675.8860086221,25027.6243093923,26198.0726302608,27090.3001071811,27719.3028852511,28001.5727391874,29524.393105786,31064.8832205718,33168.9215307306,34236.0390021527,35881.5057608264,37812.5993883792,39414.8382882992,41104.0481766477,44195.5111510962,44463.5898398986,45160.368149491,46737.7663364516,48592.6094890511,49339.624781652,52406.9696765044,53736.0788220968,55407.8621946457,57562.8433847394,60396.3769320259,62476.6355140187,64884.9212724936,64435.9750108051,70158.6680492243,76046.2753068084,78622.0826712106
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,2334.13382506632,2364.75394399361,2471.05511866341,2646.2366468678,2839.31567298721,2170.99819416658,2211.38232224774,2208.44223567277,1902.4219087344,2096.92656039438,2311.02772239737,2772.9185969396,3294.64894268304,4323.19653458655,4610.57042634013,4171.76973967475,4373.84099791231,4950.58820538927,5936.98526036423,6668.1386662247,7467.16803773805,7813.88754336067,7656.47573238963,7598.31203875006,6713.76013104154,7600.56524172937,9427.55394035348,12330.9168305483,13759.1556295922,13312.3855858113,13663.0216184298,12230.0734548834,11793.1392416214,13094.3454502639,15280.3127842922,17400.4201848172,18794.436039393,17474.187029724,14738.4455703918,15322.2238340267,13641.1027183822,13882.8568268586,16874.1874918196,21913.7081719961,25420.234882944,27751.0654708859,26654.5932018985,32479.9817381467,31252.9625640673,28209.3623271229,33676.7741239925,38388.5280906616,39974.2997334925,42977.388040868,44578.2253868016,38639.3501941427,40070.8956577431,42913.186956185,43228.6976473771,42747.2099299966,41785.6922905898,49624.1816729553,48216.5095836302,48280.8114166238
