,Series Name,Year,Value
801,GDP (constant LCU),2000,170647395000.0
802,GDP (current LCU),2000,119839000000.0
803,GDP (current US$),2000,52623281956.7031
804,GDP deflator (base year varies by country),2000,70.2260939875467
805,GDP growth (annual %),2000,2.87059022192307
806,GDP per capita (constant 2015 US$),2000,30848.1860883256
807,GDP per capita (constant LCU),2000,44235.5276460067
808,GDP per capita (current LCU),2000,31064.8832205718
809,GDP per capita (current US$),2000,13641.1027183822
810,GDP per capita growth (annual %),2000,2.26793181431869
811,"GDP per capita, PPP (constant 2021 international $)",2000,35880.3737743567
812,GDP deflator: linked series (base year varies by country),2000,70.2260939875466
813,"GDP per capita, PPP (current international $)",2000,21500.6292898099
814,GDP per person employed (constant 2021 PPP $),2000,76410.8415496036
815,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2000,8.0989906029222
816,GDP per unit of energy use (PPP $ per kg of oil equivalent),2000,4.85316556817855
817,"GDP, PPP (constant 2021 international $)",2000,138415717909.336
818,"GDP, PPP (current international $)",2000,82942977611.2998
819,GDP: linked series (current LCU),2000,119839000000.0
820,GDP (constant 2015 US$),2001,123062801652.748
821,GDP (constant LCU),2001,176468981000.0
822,GDP (current LCU),2001,128712000000.0
823,GDP (current US$),2001,53872425916.6248
824,GDP deflator (base year varies by country),2001,72.9374642901123
825,GDP growth (annual %),2001,3.41147076988781
826,GDP per capita (constant 2015 US$),2001,31713.1301772319
827,GDP per capita (constant LCU),2001,45475.8358458961
828,GDP per capita (current LCU),2001,33168.9215307306
829,GDP per capita (current US$),2001,13882.8568268586
830,GDP per capita growth (annual %),2001,2.80387341553825
831,"GDP per capita, PPP (constant 2021 international $)",2001,36886.4140360116
832,GDP deflator: linked series (base year varies by country),2001,72.9374642901122
833,"GDP per capita, PPP (current international $)",2001,22521.0409382492
834,GDP per person employed (constant 2021 PPP $),2001,77119.3778126839
835,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2001,8.36878486501324
836,GDP per unit of energy use (PPP $ per kg of oil equivalent),2001,5.10957086705038
837,"GDP, PPP (constant 2021 international $)",2001,143137729666.743
838,"GDP, PPP (current international $)",2001,87392899360.8759
839,GDP: linked series (current LCU),2001,128712000000.0
840,GDP (constant 2015 US$),2002,128863789117.662
841,GDP (constant LCU),2002,184787452000.0
842,GDP (current LCU),2002,135181000000.0
843,GDP (current US$),2002,66627729311.4495
844,GDP deflator (base year varies by country),2002,73.1548590214881
845,GDP growth (annual %),2002,4.71384316544561
846,GDP per capita (constant 2015 US$),2002,32636.1375503767
847,GDP per capita (constant LCU),2002,46799.4053438014
848,GDP per capita (current LCU),2002,34236.0390021527
849,GDP per capita (current US$),2002,16874.1874918196
850,GDP per capita growth (annual %),2002,2.91048965518847
851,"GDP per capita, PPP (constant 2021 international $)",2002,37959.9893006998
852,GDP deflator: linked series (base year varies by country),2002,73.1548590214881
853,"GDP per capita, PPP (current international $)",2002,23306.2795376277
854,GDP per person employed (constant 2021 PPP $),2002,78162.0424880088
855,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2002,8.75182361530664
856,GDP per unit of energy use (PPP $ per kg of oil equivalent),2002,5.37335366526535
857,"GDP, PPP (constant 2021 international $)",2002,149885017753.813
858,"GDP, PPP (current international $)",2002,92024844754.3231
859,GDP: linked series (current LCU),2002,135181000000.0
860,GDP (constant 2015 US$),2003,134957716138.705
861,GDP (constant LCU),2003,193525991000.0
862,GDP (current LCU),2003,144502000000.0
863,GDP (current US$),2003,88250885550.2626
864,GDP deflator (base year varies by country),2003,74.668006738175
865,GDP growth (annual %),2003,4.72896774397864
866,GDP per capita (constant 2015 US$),2003,33511.5504913352
867,GDP per capita (constant LCU),2003,48054.7256158125
868,GDP per capita (current LCU),2003,35881.5057608264
869,GDP per capita (current US$),2003,21913.7081719961
870,GDP per capita growth (annual %),2003,2.68234235625238
871,"GDP per capita, PPP (constant 2021 international $)",2003,38978.2061721413
872,GDP deflator: linked series (base year varies by country),2003,74.668006738175
873,"GDP per capita, PPP (current international $)",2003,23987.3688944924
874,GDP per person employed (constant 2021 PPP $),2003,79799.0101679613
875,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2003,9.28584504742495
876,GDP per unit of energy use (PPP $ per kg of oil equivalent),2003,5.71455211832907
877,"GDP, PPP (constant 2021 international $)",2003,156973031896.447
878,"GDP, PPP (current international $)",2003,96601932011.8996
879,GDP: linked series (current LCU),2003,144502000000.0
880,GDP (constant 2015 US$),2004,140475137990.551
881,GDP (constant LCU),2004,201437836000.0
882,GDP (current LCU),2004,154559000000.0
883,GDP (current US$),2004,103905210084.034
884,GDP deflator (base year varies by country),2004,76.7278893921398
885,GDP growth (annual %),2004,4.08825964880346
886,GDP per capita (constant 2015 US$),2004,34367.0062362204
887,GDP per capita (constant LCU),2004,49281.4277675841
888,GDP per capita (current LCU),2004,37812.5993883792
889,GDP per capita (current US$),2004,25420.234882944
890,GDP per capita growth (annual %),2004,2.55271908444313
891,"GDP per capita, PPP (constant 2021 international $)",2004,39973.2102798711
892,GDP deflator: linked series (base year varies by country),2004,76.7278893921398
893,"GDP per capita, PPP (current international $)",2004,25096.6858778485
894,GDP per person employed (constant 2021 PPP $),2004,80192.2059925679
895,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2004,9.42843167665115
896,GDP per unit of energy use (PPP $ per kg of oil equivalent),2004,5.91952426269911
897,"GDP, PPP (constant 2021 international $)",2004,163390497018.973
898,"GDP, PPP (current international $)",2004,102582703525.706
899,GDP: linked series (current LCU),2004,154559000000.0
900,GDP (constant 2015 US$),2005,145185608535.714
901,GDP (constant LCU),2005,208192533000.0
902,GDP (current LCU),2005,162937000000.0
903,GDP (current US$),2005,114720129550.095
904,GDP deflator (base year varies by country),2005,78.2626531567297
905,GDP growth (annual %),2005,3.35324144367794
906,GDP per capita (constant 2015 US$),2005,35120.7355126427
907,GDP per capita (constant LCU),2005,50362.2567067418
908,GDP per capita (current LCU),2005,39414.8382882992
909,GDP per capita (current US$),2005,27751.0654708859
910,GDP per capita growth (annual %),2005,2.19317700017744
911,"GDP per capita, PPP (constant 2021 international $)",2005,40849.8935339618
912,GDP deflator: linked series (base year varies by country),2005,78.2626531567297
913,"GDP per capita, PPP (current international $)",2005,25677.4190803252
914,GDP per person employed (constant 2021 PPP $),2005,80544.9695004232
915,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2005,9.97520542844365
916,GDP per unit of energy use (PPP $ per kg of oil equivalent),2005,6.27021291954004
917,"GDP, PPP (constant 2021 international $)",2005,168869374880.045
918,"GDP, PPP (current international $)",2005,106147882736.156
919,GDP: linked series (current LCU),2005,162937000000.0
920,GDP (constant 2015 US$),2006,149221146114.821
921,GDP (constant LCU),2006,213979393000.0
922,GDP (current LCU),2006,172004000000.0
923,GDP (current US$),2006,111538810712.665
924,GDP deflator (base year varies by country),2006,80.3834414092389
925,GDP growth (annual %),2006,2.77957134994847
926,GDP per capita (constant 2015 US$),2006,35659.59616566
927,GDP per capita (constant LCU),2006,51134.9694116523
928,GDP per capita (current LCU),2006,41104.0481766477
929,GDP per capita (current US$),2006,26654.5932018985
930,GDP per capita growth (annual %),2006,1.53430913433827
931,"GDP per capita, PPP (constant 2021 international $)",2006,41476.6571818209
932,GDP deflator: linked series (base year varies by country),2006,80.3834414092389
933,"GDP per capita, PPP (current international $)",2006,27744.0617198326
934,GDP per person employed (constant 2021 PPP $),2006,80890.1006740783
935,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2006,10.2479362737945
936,GDP per unit of energy use (PPP $ per kg of oil equivalent),2006,6.85492505422263
937,"GDP, PPP (constant 2021 international $)",2006,173563219643.048
938,"GDP, PPP (current international $)",2006,116097800672.812
939,GDP: linked series (current LCU),2006,172004000000.0
940,GDP (constant 2015 US$),2007,153772257535.871
941,GDP (constant LCU),2007,220505573000.0
942,GDP (current LCU),2007,186673000000.0
943,GDP (current US$),2007,137188946865.584
944,GDP deflator (base year varies by country),2007,84.6568172678339
945,GDP growth (annual %),2007,3.04991051170988
946,GDP per capita (constant 2015 US$),2007,36406.1408058787
947,GDP per capita (constant LCU),2007,52205.4957621099
948,GDP per capita (current LCU),2007,44195.5111510962
949,GDP per capita (current US$),2007,32479.9817381467
950,GDP per capita growth (annual %),2007,2.09353083178681
951,"GDP per capita, PPP (constant 2021 international $)",2007,42344.9837879168
952,GDP deflator: linked series (base year varies by country),2007,84.6568172678338
953,"GDP per capita, PPP (current international $)",2007,29353.5006283723
954,GDP per person employed (constant 2021 PPP $),2007,81925.5476796514
955,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2007,10.4439600347112
956,GDP per unit of energy use (PPP $ per kg of oil equivalent),2007,7.23974270428392
957,"GDP, PPP (constant 2021 international $)",2007,178856742523.403
958,"GDP, PPP (current international $)",2007,123983315954.119
959,GDP: linked series (current LCU),2007,186673000000.0
960,GDP (constant 2015 US$),2008,151866196412.071
961,GDP (constant LCU),2008,217772329000.0
962,GDP (current LCU),2008,189406000000.0
963,GDP (current US$),2008,133131369930.414
964,GDP deflator (base year varies by country),2008,86.9743189457279
965,GDP growth (annual %),2008,-1.2395351114323
966,GDP per capita (constant 2015 US$),2008,35651.0156373706
967,GDP per capita (constant LCU),2008,51122.6651485985
968,GDP per capita (current LCU),2008,44463.5898398986
969,GDP per capita (current US$),2008,31252.9625640673
970,GDP per capita growth (annual %),2008,-2.07416977408981
971,"GDP per capita, PPP (constant 2021 international $)",2008,41466.6769333446
972,GDP deflator: linked series (base year varies by country),2008,86.9743189457279
973,"GDP per capita, PPP (current international $)",2008,29827.1425475385
974,GDP per person employed (constant 2021 PPP $),2008,80606.4799234919
975,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2008,10.1566217455546
976,GDP per unit of energy use (PPP $ per kg of oil equivalent),2008,7.30569765918429
977,"GDP, PPP (constant 2021 international $)",2008,176639750400.661
978,"GDP, PPP (current international $)",2008,127057661824.005
979,GDP: linked series (current LCU),2008,189406000000.0
980,GDP (constant 2015 US$),2009,151787298244.391
981,GDP (constant LCU),2009,217659191000.0
982,GDP (current LCU),2009,194307000000.0
983,GDP (current US$),2009,121373602348.679
984,GDP deflator (base year varies by country),2009,89.2712129946307
985,GDP growth (annual %),2009,-0.051952422293283
986,GDP per capita (constant 2015 US$),2009,35278.0407763656
987,GDP per capita (constant LCU),2009,50587.8285222889
988,GDP per capita (current LCU),2009,45160.368149491
989,GDP per capita (current US$),2009,28209.3623271229
990,GDP per capita growth (annual %),2009,-1.04618298900314
991,"GDP per capita, PPP (constant 2021 international $)",2009,41032.8596131631
992,GDP deflator: linked series (base year varies by country),2009,89.2712129946307
993,"GDP per capita, PPP (current international $)",2009,30682.9538757235
994,GDP per person employed (constant 2021 PPP $),2009,81610.1922479811
995,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2009,10.0737691214988
996,GDP per unit of energy use (PPP $ per kg of oil equivalent),2009,7.53281628976405
997,"GDP, PPP (constant 2021 international $)",2009,176547981771.595
998,"GDP, PPP (current international $)",2009,132016477345.688
999,GDP: linked series (current LCU),2009,194307000000.0
1000,GDP (constant 2015 US$),2010,153980049861.399
1001,GDP (constant LCU),2010,220803542000.0
1002,GDP (current LCU),2010,203342000000.0
1003,GDP (current US$),2010,146517541181.254
1004,GDP deflator (base year varies by country),2010,92.0918197951734
1005,GDP growth (annual %),2010,1.44462128410649
1006,GDP per capita (constant 2015 US$),2010,35392.017344657
1007,GDP per capita (constant LCU),2010,50751.2680718045
1008,GDP per capita (current LCU),2010,46737.7663364516
1009,GDP per capita (current US$),2010,33676.7741239925
1010,GDP per capita growth (annual %),2010,0.323080777115536
1011,"GDP per capita, PPP (constant 2021 international $)",2010,41165.428894874
1012,GDP deflator: linked series (base year varies by country),2010,92.0918197951734
1013,"GDP per capita, PPP (current international $)",2010,31214.0510925451
1014,GDP per person employed (constant 2021 PPP $),2010,82421.3741033219
1015,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2010,9.74307866753166
1016,GDP per unit of energy use (PPP $ per kg of oil equivalent),2010,7.38777570139416
1017,"GDP, PPP (constant 2021 international $)",2010,179098431492.928
1018,"GDP, PPP (current international $)",2010,135802972088.336
1019,GDP: linked series (current LCU),2010,203342000000.0
1020,GDP (constant 2015 US$),2011,157431269722.275
1021,GDP (constant LCU),2011,225752505000.0
1022,GDP (current LCU),2011,213030000000.0
1023,GDP (current US$),2011,168295307149.46
1024,GDP deflator (base year varies by country),2011,94.3644014049811
1025,GDP growth (annual %),2011,2.24134221542516
1026,GDP per capita (constant 2015 US$),2011,35910.4173636577
1027,GDP per capita (constant LCU),2011,51494.6407390511
1028,GDP per capita (current LCU),2011,48592.6094890511
1029,GDP per capita (current US$),2011,38388.5280906616
1030,GDP per capita growth (annual %),2011,1.46473712971036
1031,"GDP per capita, PPP (constant 2021 international $)",2011,41768.3942165017
1032,GDP deflator: linked series (base year varies by country),2011,94.3644014049811
1033,"GDP per capita, PPP (current international $)",2011,32702.1461450023
1034,GDP per person employed (constant 2021 PPP $),2011,83016.4585407175
1035,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2011,9.99955440589729
1036,GDP per unit of energy use (PPP $ per kg of oil equivalent),2011,7.82905102531717
1037,"GDP, PPP (constant 2021 international $)",2011,183112640245.144
1038,"GDP, PPP (current international $)",2011,143366208699.69
1039,GDP: linked series (current LCU),2011,213030000000.0
1040,GDP (constant 2015 US$),2012,161035600341.707
1041,GDP (constant LCU),2012,230921025000.0
1042,GDP (current LCU),2012,217494000000.0
1043,GDP (current US$),2012,176210710655.208
1044,GDP deflator (base year varies by country),2012,94.1854471674894
1045,GDP growth (annual %),2012,2.2894629674209
1046,GDP per capita (constant 2015 US$),2012,36531.7484498327
1047,GDP per capita (constant LCU),2012,52385.6139833488
1048,GDP per capita (current LCU),2012,49339.624781652
1049,GDP per capita (current US$),2012,39974.2997334925
1050,GDP per capita growth (annual %),2012,1.73022518753503
1051,"GDP per capita, PPP (constant 2021 international $)",2012,42491.0814936646
1052,GDP deflator: linked series (base year varies by country),2012,94.1854471674894
1053,"GDP per capita, PPP (current international $)",2012,32989.3681569621
1054,GDP per person employed (constant 2021 PPP $),2012,85031.8923987772
1055,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2012,9.75055917604287
1056,GDP per unit of energy use (PPP $ per kg of oil equivalent),2012,7.57017178870073
1057,"GDP, PPP (constant 2021 international $)",2012,187304936332.223
1058,"GDP, PPP (current international $)",2012,145420433772.705
1059,GDP: linked series (current LCU),2012,217494000000.0
1060,GDP (constant 2015 US$),2013,165480472114.228
1061,GDP (constant LCU),2013,237294860000.0
1062,GDP (current LCU),2013,232797000000.0
1063,GDP (current US$),2013,190909855416.34
1064,GDP deflator (base year varies by country),2013,98.1045270007113
1065,GDP growth (annual %),2013,2.76017958953716
1066,GDP per capita (constant 2015 US$),2013,37252.7570550478
1067,GDP per capita (constant LCU),2013,53419.5222980122
1068,GDP per capita (current LCU),2013,52406.9696765044
1069,GDP per capita (current US$),2013,42977.388040868
1070,GDP per capita growth (annual %),2013,1.97364932096052
1071,"GDP per capita, PPP (constant 2021 international $)",2013,43329.7064350331
1072,GDP deflator: linked series (base year varies by country),2013,98.1045270007113
1073,"GDP per capita, PPP (current international $)",2013,36243.2439727716
1074,GDP per person employed (constant 2021 PPP $),2013,85792.9276700506
1075,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2013,9.93730877310683
1076,GDP per unit of energy use (PPP $ per kg of oil equivalent),2013,8.31208738597123
1077,"GDP, PPP (constant 2021 international $)",2013,192474888955.06
1078,"GDP, PPP (current international $)",2013,160996114051.449
1079,GDP: linked series (current LCU),2013,232797000000.0
1080,GDP (constant 2015 US$),2014,171693137607.002
1081,GDP (constant LCU),2014,246203667000.0
1082,GDP (current LCU),2014,242699000000.0
1083,GDP (current US$),2014,201337554959.49
1084,GDP deflator (base year varies by country),2014,98.5765171401773
1085,GDP growth (annual %),2014,3.75431941509395
1086,GDP per capita (constant 2015 US$),2014,38014.6435529728
1087,GDP per capita (constant LCU),2014,54512.0484888741
1088,GDP per capita (current LCU),2014,53736.0788220968
1089,GDP per capita (current US$),2014,44578.2253868016
1090,GDP per capita growth (annual %),2014,2.0451815064295
1091,"GDP per capita, PPP (constant 2021 international $)",2014,44215.8775778326
1092,GDP deflator: linked series (base year varies by country),2014,98.5765171401773
1093,"GDP per capita, PPP (current international $)",2014,37297.8134848978
1094,GDP per person employed (constant 2021 PPP $),2014,85733.8670587769
1095,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2014,9.7113148100682
1096,GDP per unit of energy use (PPP $ per kg of oil equivalent),2014,8.1918719772429
1097,"GDP, PPP (constant 2021 international $)",2014,199701011080.281
1098,"GDP, PPP (current international $)",2014,168455574604.541
1099,GDP: linked series (current LCU),2014,242699000000.0
1100,GDP (constant 2015 US$),2015,178104220784.881
1101,GDP (constant LCU),2015,255397000000.0
1102,GDP (current LCU),2015,255397000000.0
1103,GDP (current US$),2015,178104220784.881
1104,GDP deflator (base year varies by country),2015,100.0
1105,GDP growth (annual %),2015,3.73403577291154
1106,GDP per capita (constant 2015 US$),2015,38639.3501941427
1107,GDP per capita (constant LCU),2015,55407.8621946457
1108,GDP per capita (current LCU),2015,55407.8621946457
1109,GDP per capita (current US$),2015,38639.3501941427
1110,GDP per capita growth (annual %),2015,1.64333157642101
1111,"GDP per capita, PPP (constant 2021 international $)",2015,44942.4910558607
1112,GDP deflator: linked series (base year varies by country),2015,100.0
1113,"GDP per capita, PPP (current international $)",2015,37552.7372973495
1114,GDP per person employed (constant 2021 PPP $),2015,86703.5084690728
1115,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2015,10.1415641798118
1116,GDP per unit of energy use (PPP $ per kg of oil equivalent),2015,8.47401838396805
1117,"GDP, PPP (constant 2021 international $)",2015,207157918272.885
1118,"GDP, PPP (current international $)",2015,173095587298.403
1119,GDP: linked series (current LCU),2015,255397000000.0
1120,GDP (constant 2015 US$),2016,184780121689.709
1121,GDP (constant LCU),2016,264970075000
1122,GDP (current LCU),2016,271357000000
1123,GDP (current US$),2016,188898209220.167
1124,GDP deflator (base year varies by country),2016,102.41043257432
1125,GDP growth (annual %),2016,3.74831145236631
1126,GDP per capita (constant 2015 US$),2016,39197.327525871
1127,GDP per capita (constant LCU),2016,56207.9877389109
1128,GDP per capita (current LCU),2016,57562.8433847394
1129,GDP per capita (current US$),2016,40070.8956577431
1130,GDP per capita growth (annual %),2016,1.44406499831086
1131,"GDP per capita, PPP (constant 2021 international $)",2016,45591.4898385674
1132,GDP deflator: linked series (base year varies by country),2016,102.41043257432
1133,"GDP per capita, PPP (current international $)",2016,39946.2344308563
1134,GDP per person employed (constant 2021 PPP $),2016,85996.5181905882
1135,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2016,
1136,GDP per unit of energy use (PPP $ per kg of oil equivalent),2016,
1137,"GDP, PPP (constant 2021 international $)",2016,214922842247.991
1138,"GDP, PPP (current international $)",2016,188310543730.5
1139,GDP: linked series (current LCU),2016,271357000000
1140,GDP (constant 2015 US$),2017,191057624435.572
1141,GDP (constant LCU),2017,273971857000
1142,GDP (current LCU),2017,290724000000
1143,GDP (current US$),2017,206566916732.292
1144,GDP deflator (base year varies by country),2017,106.114548838496
1145,GDP growth (annual %),2017,3.39728250444887
1146,GDP per capita (constant 2015 US$),2017,39691.2133196719
1147,GDP per capita (constant LCU),2017,56916.2076200765
1148,GDP per capita (current LCU),2017,60396.3769320259
1149,GDP per capita (current US$),2017,42913.186956185
1150,GDP per capita growth (annual %),2017,1.25999864014925
1151,"GDP per capita, PPP (constant 2021 international $)",2017,46165.9419905572
1152,GDP deflator: linked series (base year varies by country),2017,106.114548838496
1153,"GDP per capita, PPP (current international $)",2017,42206.923421304
1154,GDP per person employed (constant 2021 PPP $),2017,85365.0292870366
1155,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2017,
1156,GDP per unit of energy use (PPP $ per kg of oil equivalent),2017,
1157,"GDP, PPP (constant 2021 international $)",2017,222224378365.746
1158,"GDP, PPP (current international $)",2017,203167246580.789
1159,GDP: linked series (current LCU),2017,290723999999.999
1160,GDP (constant 2015 US$),2018,197743680329.155
1161,GDP (constant LCU),2018,283559494000
1162,GDP (current LCU),2018,306173000000
1163,GDP (current US$),2018,211846555690.736
1164,GDP deflator (base year varies by country),2018,107.974871756542
1165,GDP growth (annual %),2018,3.49949703045593
1166,GDP per capita (constant 2015 US$),2018,40350.9122003744
1167,GDP per capita (constant LCU),2018,57862.1993225319
1168,GDP per capita (current LCU),2018,62476.6355140187
1169,GDP per capita (current US$),2018,43228.6976473771
1170,GDP per capita growth (annual %),2018,1.66207788960591
1171,"GDP per capita, PPP (constant 2021 international $)",2018,46933.2559049105
1172,GDP deflator: linked series (base year varies by country),2018,107.974871756542
1173,"GDP per capita, PPP (current international $)",2018,42499.3779260836
1174,GDP per person employed (constant 2021 PPP $),2018,86237.1479667083
1175,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2018,
1176,GDP per unit of energy use (PPP $ per kg of oil equivalent),2018,
1177,"GDP, PPP (constant 2021 international $)",2018,230001113887.604
1178,"GDP, PPP (current international $)",2018,208272451464.565
1179,GDP: linked series (current LCU),2018,306172999999.999
1180,GDP (constant 2015 US$),2019,202414311267.63
1181,GDP (constant LCU),2019,290257062000
1182,GDP (current LCU),2019,323075000000
1183,GDP (current US$),2019,212846907683.439
1184,GDP deflator (base year varies by country),2019,111.306508022189
1185,GDP growth (annual %),2019,2.36196217785604
1186,GDP per capita (constant 2015 US$),2019,40651.9744673101
1187,GDP per capita (constant LCU),2019,58293.9150867609
1188,GDP per capita (current LCU),2019,64884.9212724936
1189,GDP per capita (current US$),2019,42747.2099299966
1190,GDP per capita growth (annual %),2019,0.74611018814295
1191,"GDP per capita, PPP (constant 2021 international $)",2019,47283.4297088442
1192,GDP deflator: linked series (base year varies by country),2019,111.306508022189
1193,"GDP per capita, PPP (current international $)",2019,45163.6964269884
1194,GDP per person employed (constant 2021 PPP $),2019,86927.7547548767
1195,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2019,
1196,GDP per unit of energy use (PPP $ per kg of oil equivalent),2019,
1197,"GDP, PPP (constant 2021 international $)",2019,235433653206.277
1198,"GDP, PPP (current international $)",2019,224879077249.261
1199,GDP: linked series (current LCU),2019,323075000000
1200,GDP (constant 2015 US$),2020,201554239788.002
1201,GDP (constant LCU),2020,289023741000
1202,GDP (current LCU),2020,327992000000
1203,GDP (current US$),2020,212697530897.56
1204,GDP deflator (base year varies by country),2020,113.482719054557
1205,GDP growth (annual %),2020,-0.424906457573115
1206,GDP per capita (constant 2015 US$),2020,39596.5266174221
1207,GDP per capita (constant LCU),2020,56780.4292562178
1208,GDP per capita (current LCU),2020,64435.9750108051
1209,GDP per capita (current US$),2020,41785.6922905898
1210,GDP per capita growth (annual %),2020,-2.59630156645085
1211,"GDP per capita, PPP (constant 2021 international $)",2020,46055.8092826418
1212,GDP deflator: linked series (base year varies by country),2020,113.482719054557
1213,"GDP per capita, PPP (current international $)",2020,45283.4680496217
1214,GDP per person employed (constant 2021 PPP $),2020,85326.0657821908
1215,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2020,
1216,GDP per unit of energy use (PPP $ per kg of oil equivalent),2020,
1217,"GDP, PPP (constant 2021 international $)",2020,234433280410.503
1218,"GDP, PPP (current international $)",2020,230501909066.184
1219,GDP: linked series (current LCU),2020,327992000000
1220,GDP (constant 2015 US$),2021,210717394654.719
1221,GDP (constant LCU),2021,302163476000
1222,GDP (current LCU),2021,358602000000
1223,GDP (current US$),2021,253644079784.977
1224,GDP deflator (base year varies by country),2021,118.678142291426
1225,GDP growth (annual %),2021,4.54624763852878
1226,GDP per capita (constant 2015 US$),2021,41225.7927835812
1227,GDP per capita (constant LCU),2021,59116.7562068358
1228,GDP per capita (current LCU),2021,70158.6680492243
1229,GDP per capita (current US$),2021,49624.1816729553
1230,GDP per capita growth (annual %),2021,4.11466940497311
1231,"GDP per capita, PPP (constant 2021 international $)",2021,47950.8535764075
1232,GDP deflator: linked series (base year varies by country),2021,118.678142291426
1233,"GDP per capita, PPP (current international $)",2021,47950.8535764075
1234,GDP per person employed (constant 2021 PPP $),2021,87243.4210491982
1235,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2021,
1236,GDP per unit of energy use (PPP $ per kg of oil equivalent),2021,
1237,"GDP, PPP (constant 2021 international $)",2021,245091197885.091
1238,"GDP, PPP (current international $)",2021,245091197885.091
1239,GDP: linked series (current LCU),2021,358601999999.999
1240,GDP (constant 2015 US$),2022,216564470789.24
1241,GDP (constant LCU),2022,310548037000
1242,GDP (current LCU),2022,389144000000
1243,GDP (current US$),2022,246733522841.353
1244,GDP deflator (base year varies by country),2022,125.30879401437
1245,GDP growth (annual %),2022,2.7748426484212
1246,GDP per capita (constant 2015 US$),2022,42320.892439076
1247,GDP per capita (constant LCU),2022,60687.101735324
1248,GDP per capita (current LCU),2022,76046.2753068084
1249,GDP per capita (current US$),2022,48216.5095836302
1250,GDP per capita growth (annual %),2022,2.65634589792765
1251,"GDP per capita, PPP (constant 2021 international $)",2022,49224.5941084056
1252,GDP deflator: linked series (base year varies by country),2022,125.30879401437
1253,"GDP per capita, PPP (current international $)",2022,53070.993210215
1254,GDP per person employed (constant 2021 PPP $),2022,88203.5956162009
1255,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2022,
1256,GDP per unit of energy use (PPP $ per kg of oil equivalent),2022,
1257,"GDP, PPP (constant 2021 international $)",2022,251892092971.533
1258,"GDP, PPP (current international $)",2022,271574886455.312
1259,GDP: linked series (current LCU),2022,389144000000
1260,GDP (constant 2015 US$),2023,218152542756.614
1261,GDP (constant LCU),2023,312825292499.415
1262,GDP (current LCU),2023,410651000000
1263,GDP (current US$),2023,252175506110.168
1264,GDP deflator (base year varies by country),2023,131.271674588386
1265,GDP growth (annual %),2023,0.733302171674978
1266,GDP per capita (constant 2015 US$),2023,41766.8707772422
1267,GDP per capita (constant LCU),2023,59892.6485227958
1268,GDP per capita (current LCU),2023,78622.0826712106
1269,GDP per capita (current US$),2023,48280.8114166238
1270,GDP per capita growth (annual %),2023,-1.30909730372859
1271,"GDP per capita, PPP (constant 2021 international $)",2023,48580.1962741612
1272,GDP deflator: linked series (base year varies by country),2023,131.271674588386
1273,"GDP per capita, PPP (current international $)",2023,53480.7718326715
1274,GDP per person employed (constant 2021 PPP $),2023,86449.4701945583
1275,GDP per unit of energy use (constant 2021 PPP $ per kg of oil equivalent),2023,
1276,GDP per unit of energy use (PPP $ per kg of oil equivalent),2023,
1277,"GDP, PPP (constant 2021 international $)",2023,253739223159.571
1278,"GDP, PPP (current international $)",2023,279335419359.227
1279,GDP: linked series (current LCU),2023,410650999999.999
